test_id,student_id,day_index,timestamp,question_id,subject,topic,difficulty,question_elo,question_elo_category,centrality,question_tags,graph_mode,remediation_for_question_id,remediation_step,graph_edge_kind,graph_edge_weight,recommendation_reason,R_before,rating_level_before,v_before,n_before,sigma2_before,k_before,m_before,W_before,Qans_before_count,Qsrv_before_count,pi_rem_before,pred_prob,response_quality,correct,response_time_sec,Ki,phi,Ei,delta_Rraw,v_after,rating_level_after,R_after,sigma2_after,k_after,m_after,W_after,Qans_after_count,Qsrv_after_count,pi_rem_after,rating_change,difficulty_numeric,difficulty_mapped,persona,marks
s1_t4,1,0,1700100134,la-q32,linear-algebra,la-matrices,medium,1400,high,0.0,addition|scalar-multiplication|matrix-multiplication|determinants|minors|cofactors|symmetric|orthogonal,standard,0,0,none,0.0,practice_test,1840.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9264124438824264,0.0,0,44.30036768933075,32,1.0,0.9264124438824264,-30,0,expert,1810,0.0,0,0,0.0,0,0,0.0,-30,medium,medium,Elite Performer,4
s1_t4,1,0,1700100135,co-q49,calculus-optimization,co-integration,easy,810,low,0.0,definite-integrals|indefinite-integrals|integration-by-parts|u-substitution|fundamental-theorem,standard,0,0,none,0.0,practice_test,1810.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.99684769081674,0.0,1,53.2578723374213,32,1.0,0.99684769081674,0,0,expert,1810,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100136,la-35,linear-algebra,la-eigenvalues,medium,1210,medium,0.0,,standard,0,0,none,0.0,practice_test,1810.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9693465699682844,0.0,1,61.19220157156572,32,1.0,0.9693465699682844,1,0,expert,1811,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100137,dsa-q40,programming-dsa,dsa-arrays,medium,1280,medium,0.0,array-operations|indexing|searching|sorting,standard,0,0,none,0.0,practice_test,1811.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.955070120057404,0.0,1,75.58007441626262,32,1.0,0.955070120057404,1,0,expert,1812,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100138,dsa-q43,programming-dsa,dsa-arrays,easy,1250,medium,0.0,array-operations|indexing|searching|sorting,standard,0,0,none,0.0,practice_test,1812.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9621351633851132,0.0,1,96.63605170591973,32,1.0,0.9621351633851132,1,0,expert,1813,0.0,0,0,0.0,0,0,0.0,1,easy,easy,Elite Performer,4
s1_t4,1,0,1700100139,dsa-q78,programming-dsa,dsa-complexity,easy,770,low,0.0,time-complexity|space-complexity|big-o-notation,standard,0,0,none,0.0,practice_test,1813.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.997537200252393,0.0,1,32.14475914336564,32,1.0,0.997537200252393,0,0,expert,1813,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100140,ga-q25,general-aptitude,ga-verbal-reasoning,easy,860,low,0.0,reading-comprehension|vocabulary|sentence-correction|para-jumbles,standard,0,0,none,0.0,practice_test,1813.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9958723423341148,0.0,1,76.42179651431456,32,1.0,0.9958723423341148,0,0,expert,1813,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100141,ml-q22,general-aptitude,unknown,easy,1340,high,0.0,,standard,0,0,none,0.0,practice_test,1813.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9383590868211532,0.0,1,94.18888820902306,32,1.0,0.9383590868211532,2,0,expert,1815,0.0,0,0,0.0,0,0,0.0,2,easy,easy,Elite Performer,4
s1_t4,1,0,1700100142,ds-q425,probability-statistics,probability-theory,medium,1050,medium,0.0,bayes-theorem|permutations|combinations|probability-rules,standard,0,0,none,0.0,practice_test,1815.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9879157442856824,0.0,1,20.426517578183987,32,1.0,0.9879157442856824,0,0,expert,1815,0.0,0,0,0.0,0,0,0.0,0,medium,medium,Elite Performer,2
s1_t4,1,0,1700100143,ds-q120,probability-statistics,probability,medium,1020,medium,0.0,sample-spaces|events|conditional-probability|independence,standard,0,0,none,0.0,practice_test,1815.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.989812841021964,0.0,1,89.2340490797625,32,1.0,0.989812841021964,0,0,expert,1815,0.0,0,0,0.0,0,0,0.0,0,medium,medium,Elite Performer,2
s1_t4,1,0,1700100144,la-q56,linear-algebra,la-eigenvalues,medium,1090,medium,0.0,eigenvalues|eigenvectors|diagonalization|spectral-theorem,standard,0,0,none,0.0,practice_test,1815.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9848342757499998,0.0,1,20.102825913355264,32,1.0,0.9848342757499998,0,0,expert,1815,0.0,0,0,0.0,0,0,0.0,0,medium,medium,Elite Performer,4
s1_t4,1,0,1700100145,ds-q312,probability-statistics,probability,easy,890,low,0.0,sample-spaces|events|conditional-probability|independence,standard,0,0,none,0.0,practice_test,1815.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9951539235668158,0.0,1,37.88009552586148,32,1.0,0.9951539235668158,0,0,expert,1815,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100146,ds-q88,probability-statistics,probability,easy,750,low,0.0,sample-spaces|events|conditional-probability|independence,standard,0,0,none,0.0,practice_test,1815.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9978295172089034,0.0,1,60.17066533499124,32,1.0,0.9978295172089034,0,0,expert,1815,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100147,ds-q37,artificial-intelligence,normalization,medium,1010,medium,0.0,1nf|2nf|3nf|bcnf,standard,0,0,none,0.0,practice_test,1815.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9903772181226684,0.0,1,58.33213233128504,32,1.0,0.9903772181226684,0,0,expert,1815,0.0,0,0,0.0,0,0,0.0,0,medium,medium,Elite Performer,2
s1_t4,1,0,1700100148,la-q10,linear-algebra,la-matrix,medium,1200,medium,0.0,addition|scalar-multiplication|matrix-multiplication|determinants|minors|cofactors|symmetric|orthogonal,standard,0,0,none,0.0,practice_test,1815.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9718108649534384,0.0,0,62.45933638288643,32,1.0,0.9718108649534384,-31,0,advanced,1784,0.0,0,0,0.0,0,0,0.0,-31,medium,medium,Elite Performer,4
s1_t4,1,0,1700100149,dsa-q72,programming-dsa,dsa-complexity,medium,1080,medium,0.0,time-complexity|space-complexity|big-o-notation,standard,0,0,none,0.0,practice_test,1784.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9829188284532066,0.0,1,18.13789076404152,32,1.0,0.9829188284532066,1,0,advanced,1785,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100150,ds-q232,artificial-intelligence,deep-learning,medium,1170,medium,0.0,neural-networks|backpropagation|activation-functions,standard,0,0,none,0.0,practice_test,1785.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9718108649534384,0.0,1,57.06457898530777,32,1.0,0.9718108649534384,1,0,advanced,1786,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100151,ps-q8,probability-statistics,ps-distributions,easy,750,low,0.0,probability-distributions|cumulative-distribution|expected-value,standard,0,0,none,0.0,practice_test,1786.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9974361942128144,0.0,1,40.68231825536652,32,1.0,0.9974361942128144,0,0,advanced,1786,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100152,dbms-q44,dbms,dbms-sql,medium,1420,high,0.0,select|joins|group-by|aggregation,standard,0,0,none,0.0,practice_test,1786.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.8915686668733666,0.0,1,11.469668288683906,32,1.0,0.8915686668733666,3,0,advanced,1789,0.0,0,0,0.0,0,0,0.0,3,medium,medium,Elite Performer,6
s1_t4,1,0,1700100153,dsa-q76,programming-dsa,dsa-complexity,medium,1270,medium,0.0,time-complexity|space-complexity|big-o-notation,standard,0,0,none,0.0,practice_test,1789.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9520109719849302,0.0,1,63.51023786478027,32,1.0,0.9520109719849302,2,0,advanced,1791,0.0,0,0,0.0,0,0,0.0,2,medium,medium,Elite Performer,4
s1_t4,1,0,1700100154,la-q14,linear-algebra,la-eigenvalues,medium,1150,medium,0.0,eigenvalues|eigenvectors|diagonalization|spectral-theorem,standard,0,0,none,0.0,practice_test,1791.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9756338529292063,0.0,1,26.88154976088799,32,1.0,0.9756338529292063,1,0,advanced,1792,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100155,ds-q355,artificial-intelligence,statistics,medium,1080,medium,0.0,descriptive-statistics|mean|variance|standard-deviation,standard,0,0,none,0.0,practice_test,1792.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.983675057533446,0.0,1,85.818392544919,32,1.0,0.983675057533446,1,0,advanced,1793,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100156,ml-q53,machine-learning,ml-supervised,easy,720,low,0.0,linear-regression|logistic-regression|decision-trees|svm,standard,0,0,none,0.0,practice_test,1793.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.997927002519816,0.0,1,79.01250460160603,32,1.0,0.997927002519816,0,0,advanced,1793,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100157,dsa-q11,programming-dsa,dsa-trees,easy,800,low,0.0,binary-trees|bst|tree-traversal|balanced-trees,standard,0,0,none,0.0,practice_test,1793.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9967184991667356,0.0,1,5.0,32,1.0,0.9967184991667356,0,0,advanced,1793,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100158,ml-q111,machine-learning,ml-unsupervised,medium,1030,medium,0.0,clustering|k-means|hierarchical-clustering|dimensionality-reduction|pca,standard,0,0,none,0.0,practice_test,1793.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9877775254790658,0.0,1,45.518482197024895,32,1.0,0.9877775254790658,0,0,advanced,1793,0.0,0,0,0.0,0,0,0.0,0,medium,medium,Elite Performer,2
s1_t4,1,0,1700100159,ga-q28,general-aptitude,ga-logical-reasoning,medium,1010,medium,0.0,syllogisms|logical-deduction|critical-reasoning,standard,0,0,none,0.0,practice_test,1793.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9890922096713796,0.0,1,56.72289240242591,32,1.0,0.9890922096713796,0,0,advanced,1793,0.0,0,0,0.0,0,0,0.0,0,medium,medium,Elite Performer,2
s1_t4,1,0,1700100160,dbms-q4,dbms,dbms-sql,easy,1090,medium,0.0,select|joins|group-by|aggregation,standard,0,0,none,0.0,practice_test,1793.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9828219117166812,0.0,1,85.39360900116272,32,1.0,0.9828219117166812,1,0,advanced,1794,0.0,0,0,0.0,0,0,0.0,1,easy,easy,Elite Performer,4
s1_t4,1,0,1700100161,dsa-q53,programming-dsa,dsa-trees,easy,990,medium,0.0,binary-trees|bst|tree-traversal|balanced-trees,standard,0,0,none,0.0,practice_test,1794.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.990322202826589,0.0,1,76.42797207334942,32,1.0,0.990322202826589,0,0,advanced,1794,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100162,la-30,linear-algebra,la-matrices,medium,1210,medium,0.0,,standard,0,0,none,0.0,practice_test,1794.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9664882894516288,0.0,1,73.25396893261677,32,1.0,0.9664882894516288,1,0,advanced,1795,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100163,ml-q11,machine-learning,ml-supervised,easy,890,low,0.0,linear-regression|logistic-regression|decision-trees|svm,standard,0,0,none,0.0,practice_test,1795.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9945658260964874,0.0,1,68.0269123348521,32,1.0,0.9945658260964874,0,0,advanced,1795,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100164,ai-q5,artificial-intelligence,ai-search,medium,1490,high,0.0,breadth-first-search|depth-first-search|a-star|heuristics,standard,0,0,none,0.0,practice_test,1795.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.8526729520561114,0.0,1,17.541026622303285,32,1.0,0.8526729520561114,5,0,advanced,1800,0.0,0,0,0.0,0,0,0.0,5,medium,medium,Elite Performer,6
s1_t4,1,0,1700100165,dbms-q58,dbms,dbms-normalization,medium,1350,high,0.0,functional-dependencies|closure-of-attributes|canonical-cover|lossless-join-decomposition|dependency-preservation|first-normal-form|second-normal-form|third-normal-form|boyce-codd-normal-form,standard,0,0,none,0.0,practice_test,1800.0,advanced,0,0,0.0,0,0,0.0,0,0,0.0,0.9302417126410938,0.0,1,35.86759931719607,32,1.0,0.9302417126410938,2,0,expert,1802,0.0,0,0,0.0,0,0,0.0,2,medium,medium,Elite Performer,4
s1_t4,1,0,1700100166,ds-q272,probability-statistics,probability,easy,960,medium,0.0,sample-spaces|events|conditional-probability|independence,standard,0,0,none,0.0,practice_test,1802.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9922088227539904,0.0,1,62.19766802969613,32,1.0,0.9922088227539904,0,0,expert,1802,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100167,ga-q13,general-aptitude,ga-quantitative-aptitude,easy,880,low,0.0,arithmetic|algebra|geometry|permutations|combinations,standard,0,0,none,0.0,practice_test,1802.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9950699241620978,0.0,1,86.69865689146383,32,1.0,0.9950699241620978,0,0,expert,1802,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100168,ml-q83,machine-learning,ml-supervised,medium,1260,medium,0.0,linear-regression|logistic-regression|decision-trees|svm|naive-bayes|ensemble-methods,standard,0,0,none,0.0,practice_test,1802.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9577103416023746,0.0,1,43.3228098169941,32,1.0,0.9577103416023746,1,0,expert,1803,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100169,dsa-q21,programming-dsa,dsa-arrays,easy,720,low,0.0,array-operations|indexing|searching|sorting,standard,0,0,none,0.0,practice_test,1803.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9980427372148726,0.0,1,48.53575756264716,32,1.0,0.9980427372148726,0,0,expert,1803,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100170,ps-q21,probability-statistics,ps-distributions,easy,860,low,0.0,probability-distributions|cumulative-distribution|expected-value,standard,0,0,none,0.0,practice_test,1803.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9956288323373768,0.0,1,39.095187996196834,32,1.0,0.9956288323373768,0,0,expert,1803,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100171,ds-q304,machine-learning,machine-learning,medium,1360,high,0.0,supervised|unsupervised|reinforcement|evaluation,standard,0,0,none,0.0,practice_test,1803.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.92758110507346,0.0,1,64.16333443636175,32,1.0,0.92758110507346,2,0,expert,1805,0.0,0,0,0.0,0,0,0.0,2,medium,medium,Elite Performer,4
s1_t4,1,0,1700100172,co-q65,calculus-optimization,co-optimization,medium,1060,medium,0.0,critical-points|extrema|optimization|lagrange-multipliers|convexity|gradient-descent,standard,0,0,none,0.0,practice_test,1805.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.986461205064998,0.0,1,79.46358498444901,32,1.0,0.986461205064998,0,0,expert,1805,0.0,0,0,0.0,0,0,0.0,0,medium,medium,Elite Performer,4
s1_t4,1,0,1700100173,dsa-q59,programming-dsa,dsa-trees,medium,1390,high,0.0,binary-trees|bst|tree-traversal|balanced-trees,standard,0,0,none,0.0,practice_test,1805.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.915979412738272,0.0,1,70.71793304593068,32,1.0,0.915979412738272,3,0,expert,1808,0.0,0,0,0.0,0,0,0.0,3,medium,medium,Elite Performer,4
s1_t4,1,0,1700100174,ga-q30,general-aptitude,ga-logical-reasoning,medium,1130,medium,0.0,syllogisms|logical-deduction|critical-reasoning,standard,0,0,none,0.0,practice_test,1808.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9802156568897962,0.0,1,16.445060501318007,32,1.0,0.9802156568897962,1,0,expert,1809,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100175,ml-q116,machine-learning,ml-unsupervised,hard,2070,high,0.0,clustering|k-means|hierarchical-clustering|dimensionality-reduction|pca,standard,0,0,none,0.0,practice_test,1809.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.1820623689418843,0.0,1,66.44824282557053,32,1.0,0.1820623689418843,26,0,expert,1835,0.0,0,0,0.0,0,0,0.0,26,hard,hard,Elite Performer,8
s1_t4,1,0,1700100176,ga-q16,general-aptitude,ga-verbal-reasoning,medium,1010,medium,0.0,reading-comprehension|vocabulary|sentence-correction|para-jumbles,standard,0,0,none,0.0,practice_test,1835.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9914147023808356,0.0,0,47.73017309804179,32,1.0,0.9914147023808356,-32,0,expert,1803,0.0,0,0,0.0,0,0,0.0,-32,medium,medium,Elite Performer,2
s1_t4,1,0,1700100177,ml-q35,machine-learning,ml-supervised,medium,1200,medium,0.0,linear-regression|logistic-regression|decision-trees|svm,standard,0,0,none,0.0,practice_test,1803.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.969855570799269,0.0,1,80.87447347159289,32,1.0,0.969855570799269,1,0,expert,1804,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100178,ga-q24,general-aptitude,ga-quantitative-aptitude,easy,800,low,0.0,arithmetic|algebra|geometry|permutations|combinations,standard,0,0,none,0.0,practice_test,1804.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9969192250721745,0.0,1,24.68012263957631,32,1.0,0.9969192250721745,0,0,expert,1804,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100179,ml-q3,machine-learning,ml-supervised,easy,980,medium,0.0,linear-regression|logistic-regression|decision-trees|svm,standard,0,0,none,0.0,practice_test,1804.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9913655668692074,0.0,1,22.344040703508327,32,1.0,0.9913655668692074,0,0,expert,1804,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100180,dsa-q22,programming-dsa,dsa-trees,medium,1120,medium,0.0,binary-trees|bst|tree-traversal|balanced-trees,standard,0,0,none,0.0,practice_test,1804.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9808744720758245,0.0,1,68.76059520805266,32,1.0,0.9808744720758245,1,0,expert,1805,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
s1_t4,1,0,1700100181,co-q3,calculus-optimization,co-differentiation,easy,730,low,0.0,derivatives|chain-rule|product-rule|critical-points,standard,0,0,none,0.0,practice_test,1805.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.9979506832966804,0.0,1,31.443293504479428,32,1.0,0.9979506832966804,0,0,expert,1805,0.0,0,0,0.0,0,0,0.0,0,easy,easy,Elite Performer,2
s1_t4,1,0,1700100182,co-q73,calculus-optimization,co-optimization,hard,1700,high,0.0,critical-points|extrema|optimization|lagrange-multipliers|convexity|gradient-descent,standard,0,0,none,0.0,practice_test,1805.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.6466688423256146,0.0,1,63.28721033466406,32,1.0,0.6466688423256146,11,0,expert,1816,0.0,0,0,0.0,0,0,0.0,11,hard,hard,Elite Performer,6
s1_t4,1,0,1700100183,dbms-q39,dbms,dbms-sql,medium,1170,medium,0.0,select|joins|group-by|aggregation,standard,0,0,none,0.0,practice_test,1816.0,expert,0,0,0.0,0,0,0.0,0,0,0.0,0.976308792287182,0.0,1,47.46249019096206,32,1.0,0.976308792287182,1,0,expert,1817,0.0,0,0,0.0,0,0,0.0,1,medium,medium,Elite Performer,4
